taxon_oid	Domain	Status	Genome Name	Taxon Object ID	NCBI Taxon ID	RefSeq Project ID	GenBank Project ID	Phylum	Class	Order	Family	Genus	Species	Strain	Sequencing Center	Funding Agency	Add Date	Is Public	Release Date	IMG Release	IMG Product Assignment	IMG Submission ID	Proposal GOLD ID	Proposal Name	Biotic Relationships	Body Site	Body Subsite	Cell Arrangement	Cell Shape	Diseases	Energy Source	Ecosystem	Ecosystem Category	Ecosystem Type	Ecosystem Subtype	Isolation	Specific Ecosystem	Gram Staining	Host Name	Host Gender	Motility	Metabolism	Oxygen Requirement	Phenotype	Relevance	Salinity	Sporulation	Temperature Range	IMG Sample ID	IMG Project ID	Contact Name	Contact Email	Funding Program	Scaffold Count	CRISPR Count	GC Count	GC %	Coding Base Count	Genome Size	Gene Count	CDS Count	CDS %	RNA Count	rRNA Count	5S rRNA Count	16S rRNA Count	18S rRNA Count	23S rRNA Count	28S rRNA Count	tRNA Count	Other RNA Count	Fused Count	Fused %	Fusion Component Count	Fusion component %	Pseudo Genes Count	Pseudo Genes %	Unchar Count	Unchar %	Obsolete Count	Obsolete %	Revised Count	Revised %	w/ Func Pred Count	w/ Func Pred %	w/o Func Pred Sim Count	w/o Func Pred Sim %	w/o Func Pred No Sim Count	w/o Func Pred No Sim %	Signal Peptide Count	Signal Peptide %	Transmembrane Count	Transmembrane %	Orthologs Count	Orthologs %`	Paralogs Count	Paralogs %	Ortholog Group Count	Paralog Group Count	SwissProt Count	SwissProt %	Not SwissProt Count	Not SwissProt %	SEED Count	SEED %	Not SEED Count	Not SEED %	COG Count	COG %	KOG Count	KOG %	Pfam Count	Pfam %	TIGRfam Count	TIGRfam %	COG Cluster Count	KOG Cluster Count	Pfam Cluster Count	TIGRfam Cluster Count	InterPro Count	InterPro %	Enzyme Count	Enzyme %	TC Count	TC %	KEGG Count	KEGG %	Not KEGG Count	Not KEGG %	KO Count	KO %	Not KO Count	Not KO %	MetaCyc Count	MetaCyc %	Not MetaCyc Count	Not MetaCyc %	IMG Term Count	IMG Term %	IMG Pathwawy Count	IMG Pathway %	IMG Parts List Count	IMG Parts List %	Chromosomal Cassette Gene Count	Chromosomal Cassette Gene %	Chromosomal Cassette Count
647000322	Bacteria	Draft	Staphylococcus aureus aureus MR1	647000322	680649	48401	40705	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus MR1	University of Edinburgh		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gi05885	Staphylococcus aureus aureus MR1	Free living	_	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	MRSA isolate from a human in Poland in 1992	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	16440	Fitzgerald,J.R	_	_	339		917461	0.33	2371679	2808969	2784	2775	99.68	9	2		1		1		7		209	7.51											1852	66.52	911	32.72	12	0.43	511	18.35	690	24.78	2727	97.95	431	15.48	2700	185			2775	99.68	2253	80.93	522	18.75	2014	72.34	916	32.9	2278	81.82	1029	36.96	1396	589	1554	909	2420	86.93	760	27.3			909	32.65	1866	67.03	1502	53.95	1273	45.73	738	26.51	2037	73.17	713	25.61	278	9.99	228	8.19	2784	100	480
637000274	Bacteria	Finished	Staphylococcus aureus aureus MRSA252	637000274	282458	57839	265	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus MRSA252	Sanger Institute	Beowulf Genomics	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00193	Staphylococcus aureus aureus MRSA252	Free living	_	_	Clusters,  Singles	Coccus-shaped	Staphylococcal scarlet fever,  Toxic-shock syndrome	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Animal Pathogen,  Cattle Pathogen,  Human Pathogen,  Medical,  Poultry Pathogen	_	Nonsporulating	Mesophile	_	10493	Parkhill J	_	_	1		952267	0.33	2403629	2902619	2844	2733	96.1	111	16	6	5		5		60	35	239	8.4	1371	48.21	77	2.71							1605	56.43	1124	39.52	4	0.14	534	18.78	725	25.49	2694	94.73	455	16	2670	184	880	30.94	1853	65.15	2611	91.81	122	4.29	2000	70.32	924	32.49	2229	78.38	1007	35.41	1401	586	1533	899	2346	82.49	767	26.97			900	31.65	1833	64.45	1483	52.14	1250	43.95	744	26.16	1989	69.94	747	26.27	286	10.06	234	8.23	2767	97.29	404
637000275	Bacteria	Finished	Staphylococcus aureus aureus MSSA476	637000275	282459	57841	266	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus MSSA476	Sanger Institute	Beowulf Genomics	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00194	Staphylococcus aureus aureus MSSA476	Free living	_	_	Clusters,  Singles	Coccus-shaped	Staphylococcal scarlet fever,  Toxic-shock syndrome	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Animal Pathogen,  Cattle Pathogen,  Human Pathogen,  Medical,  Poultry Pathogen	_	Nonsporulating	Mesophile	_	10492	Parkhill J	_	_	2		925603	0.33	2342123	2820454	2752	2638	95.86	114	19	7	6		6		60	35	241	8.76	1391	50.55	40	1.45							1569	57.01	1068	38.81	1	0.04	526	19.11	711	25.84	2606	94.69	404	14.68	2606	162	884	32.12	1754	63.74	2557	92.91	81	2.94	1957	71.11	906	32.92	2184	79.36	1034	37.57	1394	587	1537	905	2283	82.96	746	27.11			890	32.34	1748	63.52	1466	53.27	1172	42.59	723	26.27	1915	69.59	735	26.71	287	10.43	233	8.47	2712	98.55	380
637000276	Bacteria	Finished	Staphylococcus aureus aureus MW2	637000276	196620	57903	306	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus MW2	National Institute of Technology and Evaluation (NITE)	NITE	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00090	Staphylococcus aureus aureus MW2	Free living	_	_	Clusters,  Singles	Coccus-shaped	Staphylococcal scarlet fever,  Toxic-shock syndrome	_	Host-associated	_	_	_	Sour cassava in Nigeria	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Animal Pathogen,  Cattle Pathogen,  Human Pathogen,  Medical,  Poultry Pathogen	_	Nonsporulating	Mesophile	_	10596	Hiramatsu K	mailto:hiram@med.juntendo.ac.jp	_	1		925946	0.33	2393306	2820462	2747	2632	95.81	115	19	7	6		6		60	36	241	8.77	1408	51.26									874	31.82	1757	63.96	1	0.04	524	19.08	703	25.59	2605	94.83	401	14.6	2604	161	888	32.33	1744	63.49	2602	94.72	30	1.09	1973	71.82	910	33.13	2186	79.58	1032	37.57	1403	587	1537	903	2281	83.04	751	27.34			902	32.84	1730	62.98	1478	53.8	1154	42.01	728	26.5	1904	69.31	733	26.68	286	10.41	232	8.45	2747	100	380
640753053	Bacteria	Finished	Staphylococcus aureus aureus Mu3	640753053	418127	58817	18509	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus Mu3	Juntendo Univ		2007-10-09	Yes	2007-12-01	IMG/W 2.4			Gc00639	Staphylococcus aureus aureus Mu3	Free living	Airways	_	Clusters,  Pairs,  Singles	Coccus-shaped	Mastitis,  Nosocomial infection	_	Host-associated	_	_	_	sputum from a lung cancer patient with MRSA pneumonia, Japan	_	Gram+	Homo sapiens	Male	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Animal Pathogen,  Cattle Pathogen,  Comparative analysis,  Human Pathogen,  Medical,  Poultry Pathogen	_	Nonsporulating	Mesophile	_	10046	Hiramatsu K	khiram06@med.juntendo.ac.jp	_	1		946932	0.33	2438513	2880168	2776	2698	97.19	78	16	6	5		5		61	1	225	8.11	1362	49.06									1015	36.56	1681	60.55	2	0.07	537	19.34	707	25.47	2673	96.29	464	16.71	2653	188	480	17.29	2218	79.9	2651	95.5	47	1.69	2032	73.2	924	33.29	2237	80.58	1028	37.03	1409	589	1538	901	2343	84.4	750	27.02			901	32.46	1797	64.73	1485	53.49	1213	43.7	728	26.22	1970	70.97	734	26.44	286	10.3	231	8.32	2776	100	404
645058726	Bacteria	Draft	Staphylococcus aureus aureus Mu50-omega	645058726	585891	55783	33445	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus Mu50-omega	Juntendo Univ		2009-10-13	Yes	2009-12-01	IMG/W 3.0			Gi04011	Staphylococcus aureus aureus Mu50-omega	Free living	_	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	14512	_	_	_	1		946375	0.33	2397973	2878428	2757	2680	97.21	77	16	6	5		5		61		227	8.23											1309	47.48	1371	49.73			529	19.19	689	24.99	2657	96.37	473	17.16	2630	193			2680	97.21	2590	93.94	90	3.26	2022	73.34	917	33.26	2228	80.81	1029	37.32	1395	588	1538	902	2345	85.06	749	27.17			895	32.46	1785	64.74	1479	53.65	1201	43.56	727	26.37	1953	70.84	725	26.3	282	10.23	228	8.27	2757	100	413
637000278	Bacteria	Finished	Staphylococcus aureus aureus N315	637000278	158879	57837	264	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus N315	National Institute of Technology and Evaluation (NITE), RIKEN	NITE	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00050	Staphylococcus aureus aureus N315	Free living	Airways	Nasopharynx	Clusters,  Singles	Coccus-shaped	Deep abscesses,  Endocarditis,  Mastitis,  Meningitis,  Nosocomial infection,  Osteomyelitis,  Phlebitis,  Pneumonia	_	Host-associated	_	_	_	Pharyngeal smear of a Japanese patient in 1982	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Animal Pathogen,  Cattle Pathogen,  Human Pathogen,  Medical,  Poultry Pathogen	_	Nonsporulating	Mesophile	_	10636	Hiramatsu K	hiram@med.juntendo.ac.jp	_	2		931559	0.33	2398925	2839469	2734	2620	95.83	114	16	6	5		5		62	36	248	9.07	1457	53.29	1	0.04							924	33.8	1696	62.03			532	19.46	696	25.46	2601	95.14	451	16.5	2567	176	931	34.05	1689	61.78	2583	94.48	37	1.35	2036	74.47	928	33.94	2211	80.87	1021	37.34	1402	588	1516	895	2313	84.6	756	27.65			900	32.92	1720	62.91	1492	54.57	1128	41.26	733	26.81	1887	69.02	739	27.03	286	10.46	236	8.63	2733	99.96	393
637000279	Bacteria	Finished	Staphylococcus aureus aureus NCTC 8325	637000279	93061	57795	237	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus NCTC 8325	Univ of Oklahoma	NIAID/USPHS, MGRI	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00349	Staphylococcus aureus aureus NCTC 8325	Free living	_	_	Clusters,  Pairs,  Singles	Coccus-shaped	Staphylococcal scarlet fever,  Toxic-shock syndrome	_	Host-associated	_	_	_	SA113  R- m+  Plasmid host 	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Animal Pathogen,  Cattle Pathogen,  Human Pathogen,  Medical,  Poultry Pathogen	_	Nonsporulating	Mesophile	_	10337	Iandolo JJ	john-iandolo@ouhsc.edu	_	1		927332	0.33	2423933	2821361	3006	2894	96.27	112	16	6	5		5		61	35	230	7.65	1417	47.14	2	0.07							1177	39.16	1713	56.99	4	0.13	499	16.6	744	24.75	2806	93.35	462	15.37	2796	184	701	23.32	2193	72.95	2889	96.11	5	0.17	1987	66.1	913	30.37	2214	73.65	1035	34.43	1399	584	1530	910	2313	76.95	762	25.35			897	29.84	1997	66.43	1479	49.2	1415	47.07	739	24.58	2155	71.69	739	24.58	287	9.55	234	7.78	3004	99.93	341
640753054	Bacteria	Finished	Staphylococcus aureus aureus Newman	640753054	426430	58839	18801	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus str. Newman	Juntendo Univ		2007-10-09	Yes	2007-12-01	IMG/W 2.4			Gc00593	Staphylococcus aureus aureus Newman	Free living	_	_	Clusters,  Pairs	Coccus-shaped	Endocarditis,  Pneumonia,  Skin infection	_	Host-associated	_	_	_	Human infection	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Animal Pathogen,  Comparative analysis,  Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	10092	Baba, T	tbaba@med.juntendo.ac.jp	_	1		946819	0.33	2430124	2878897	2726	2614	95.89	112	16	6	5		5		60	36	211	7.74	1312	48.13									1564	57.37	1048	38.44	2	0.07	503	18.45	677	24.83	2597	95.27	536	19.66	2551	207	498	18.27	2116	77.62	2451	89.91	163	5.98	1974	72.41	917	33.64	2202	80.78	1053	38.63	1380	586	1503	901	2298	84.3	754	27.66			891	32.69	1723	63.21	1467	53.82	1147	42.08	731	26.82	1883	69.08	737	27.04	287	10.53	233	8.55	2726	100	402
646862343	Bacteria	Finished	Staphylococcus aureus aureus ST398	646862343	523796		29427	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus ST398	University Medical Centre Utrecht		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gc01220	Staphylococcus aureus aureus ST398	Free living	_	_	Clusters,  Singles	Coccus-shaped	Endocarditis,  Mastitis,  Meningitis,  Osteomyelitis,  Phlebitis,  Pneumonia,  Septicemia	_	Host-associated	_	_	_	_	_	Gram+	Sus scrofa, Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	16734	_	_	_	4		949627	0.33	2435204	2885367	2787	2710	97.24	77	18	7	5		6		59		214	7.68	1204	43.2									2153	77.25	548	19.66	9	0.32	517	18.55	700	25.12	2656	95.3	555	19.91	2609	238	1	0.04	2709	97.2	998	35.81	1712	61.43	1992	71.47	916	32.87	2204	79.08	1012	36.31	1379	584	1518	898	2318	83.17	763	27.38			888	31.86	1822	65.37	1471	52.78	1239	44.46	741	26.59	1969	70.65	685	24.58	263	9.44	221	7.93	2787	100	422
645058811	Bacteria	Draft	Staphylococcus aureus aureus TCH130	645058811	548474	55533	31541	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus TCH130	BCM-HGSC		2009-10-13	Yes	2009-12-01	IMG/W 3.0			Gi03700	Human Microbiome Project (HMP) Reference Genomes	Free living	Skin	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	Human skin sample	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Microbiome Project (HMP),  Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	14222	Gibbs R.	hmpstrains@bcm.edu	NIH-HMP Jumpstart Supplement	284		912664	0.33	2346928	2765336	2917	2856	97.91	61	4	2	1		1		57		218	7.47											2010	68.91	838	28.73	8	0.27	546	18.72	739	25.33	2791	95.68	413	14.16	2787	167			2856	97.91	1400	47.99	1456	49.91	2042	70	914	31.33	2216	75.97	1033	35.41	1418	588	1527	901	2344	80.36	802	27.49			953	32.67	1903	65.24	1580	54.17	1276	43.74	776	26.6	2080	71.31	694	23.79	268	9.19	224	7.68	2917	100	373
645058814	Bacteria	Draft	Staphylococcus aureus aureus TCH70	645058814	548475	55535	31543	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus TCH70	BCM-HGSC		2009-10-13	Yes	2009-12-01	IMG/W 3.0			Gi03701	Human Microbiome Project (HMP) Reference Genomes	Free living	Skin	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	Human skin sample	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Microbiome Project (HMP),  Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	14223	BCM-HGSC	hmpstrains@bcm.edu	NIH-HMP Jumpstart Supplement	147		924977	0.33	2410991	2822531	2922	2861	97.91	61	5	2	2		1		56		220	7.53											2072	70.91	786	26.9	3	0.1	520	17.8	753	25.77	2815	96.34	419	14.34	2809	166			2861	97.91	2170	74.26	691	23.65	2029	69.44	919	31.45	2245	76.83	1042	35.66	1408	589	1553	907	2380	81.45	782	26.76			934	31.96	1927	65.95	1542	52.77	1319	45.14	757	25.91	2104	72.01	702	24.02	273	9.34	221	7.56	2922	100	367
646862344	Bacteria	Finished	Staphylococcus aureus aureus TW20 0582	646862344	663951		36647	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus TW20	The Wellcome Trust Sanger Institute		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gc01306	Staphylococcus aureus aureus TW20 0582	Free living	Airways	Lung,  Nasal	Clusters,  Singles	Coccus-shaped	Endocarditis,  Meningitis,  Osteomyelitis,  Pneumonia,  Septicemia	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens, animals	_	Nonmotile	_	Facultative	Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	17269	_	_	_	3		1008208	0.33	2583772	3075806	2977	2869	96.37	108	16	6	5		5		60	32	219	7.36	1248	41.92	61	2.05							2395	80.45	463	15.55	11	0.37	530	17.8	704	23.65	2754	92.51	471	15.82	2718	196			2869	96.37	2139	71.85	730	24.52	2064	69.33	938	31.51	2262	75.98	1037	34.83	1396	590	1540	913	2380	79.95	772	25.93			903	30.33	1966	66.04	1511	50.76	1358	45.62	749	25.16	2120	71.21	660	22.17	245	8.23	222	7.46	2916	97.95	415
637000280	Bacteria	Finished	Staphylococcus aureus aureus USA300	637000280	367830	58555	16313	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus USA300	UCSF		2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00347	Staphylococcus aureus aureus USA300	Free living	_	_	Clusters,  Pairs,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	Male	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	10339	Diep BA	bdiep@epi-center.ucsf.edu	_	4		953736	0.33	2425797	2917469	2725	2620	96.15	105	16	6	5		5		53	36	239	8.77	1440	52.84	16	0.59							1852	67.96	768	28.18			507	18.61	670	24.59	2607	95.67	439	16.11	2603	175	659	24.18	1961	71.96	2604	95.56	16	0.59	2012	73.83	930	34.13	2236	82.06	1044	38.31	1409	589	1542	904	2337	85.76	769	28.22			913	33.5	1707	62.64	1497	54.94	1123	41.21	746	27.38	1874	68.77	745	27.34	289	10.61	240	8.81	2709	99.41	414
643692036	Bacteria	Finished	Staphylococcus aureus aureus USA300_TCH1516	643692036	451516	58925	19489	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus USA300_TCH1516	BCM-HGSC		2009-06-09	Yes	2009-08-01	IMG/W 2.9			Gc01504	Staphylococcus aureus aureus USA300_TCH1516	Free living	Skin	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	methicillin resistant strain	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	11354	Highlander, SK	sarahh@bcm.tmc.edu	NIH-HMP NHGRI	3		950212	0.33	2352798	2903080	2774	2689	96.94	85	16	6	5		5		60	9	209	7.53	1302	46.94	1	0.04							1694	61.07	985	35.51	10	0.36	513	18.49	707	25.49	2610	94.09	422	15.21	2606	171	413	14.89	2276	82.05	2465	88.86	224	8.07	1911	68.89	876	31.58	2121	76.46	982	35.4	1333	564	1485	859	2214	79.81	737	26.57			865	31.18	1824	65.75	1418	51.12	1271	45.82	715	25.78	1974	71.16	694	25.02	278	10.02	208	7.5	2773	99.96	403
641736191	Bacteria	Draft	Staphylococcus aureus aureus USA300_TCH959	641736191	450394	54827	19921	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus USA300_TCH959	BCM-HGSC		2008-05-30	Yes	2008-08-01	IMG/W 2.6			Gi02336	Human Microbiome Project (HMP) Reference Genomes	Free living	Skin	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	Human skin	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Comparative analysis,  Human Microbiome Project (HMP),  Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	11355	Gibbs R	hmpstrains@bcm.edu	NIH-HMP Jumpstart Supplement	273		894408	0.33	2134468	2741467	2884	2853	98.93	31	3	1	1		1		28		179	6.21											1701	58.98	1136	39.39	16	0.55	496	17.2	695	24.1	2748	95.28	375	13	2722	151			2853	98.93	2216	76.84	637	22.09	1895	65.71	856	29.68	2108	73.09	965	33.46	1330	564	1444	843	2259	78.33	722	25.03			879	30.48	1974	68.45	1437	49.83	1416	49.1	700	24.27	2153	74.65	647	22.43	246	8.53	210	7.28	2884	100	490
647533228	Bacteria	Draft	Staphylococcus aureus aureus WBG10049	647533228	585160	42991	39241	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus WBG10049	Broad Institute		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gi04498	Staphylococcus aureus aureus WBG10049	Free living	_	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	15005	Birren B	bwb@BROAD.MIT.EDU	_	12		907851	0.33	2342906	2800799	2641	2581	97.73	60	4	2	1		1		56		214	8.1			1	0.04							1996	75.58	585	22.15			517	19.58	693	26.24	2567	97.2	396	14.99	2566	159			2581	97.73	1871	70.84	710	26.88	1982	75.05	916	34.68	2165	81.98	1011	38.28	1390	587	1520	900	2258	85.5	763	28.89			901	34.12	1680	63.61	1475	55.85	1106	41.88	740	28.02	1841	69.71	643	24.35	249	9.43	205	7.76	2640	99.96	417
647533229	Bacteria	Draft	Staphylococcus aureus aureus WW2703/97	647533229	585161	42989	39243	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus WW2703/97	Broad Institute		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gi05915	Staphylococcus aureus aureus WW2703/97	Free living	_	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Meticillin resistant,  Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	16462	Birren B	bwb@BROAD.MIT.EDU	_	36		897108	0.33	2300791	2804748	2672	2621	98.09	51	4	2	1		1		47		210	7.86											2020	75.6	599	22.42	2	0.07	501	18.75	699	26.16	2604	97.46	377	14.11	2592	157			2621	98.09	1994	74.63	627	23.47	2002	74.93	924	34.58	2179	81.55	1006	37.65	1393	585	1519	894	2276	85.18	780	29.19			916	34.28	1705	63.81	1505	56.32	1116	41.77	757	28.33	1864	69.76	647	24.21	252	9.43	202	7.56	2672	100	450
651053068	Bacteria	Finished	Staphylococcus aureus subsp. aureus ECT-R 2	651053068	889933		52833	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus ECT-R 2	Oslo University Hospital		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gc01843	Staphylococcus aureus aureus ECT-R 2	Free living	_	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	human wound secretion	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	17906	Hallgren,A.	_	_	3		904957	0.33	2315666	2759052	2596	2520	97.07	76	16	6	5		5		60		28	1.08											2141	82.47	377	14.52	2	0.08	684	26.35	672	25.89	2498	96.22	155	5.97	2462				2520	97.07	2250	86.67	270	10.4	2045	78.78	911	35.09	2148	82.74	1012	38.98	1404	589	1523	892	2228	85.82	743	28.62			894	34.44	1626	62.63	1461	56.28	1059	40.79	721	27.77	1799	69.3	689	26.54	267	10.29	217	8.36			
646311955	Bacteria	Finished	Staphylococcus aureus subsp. aureus ED98	646311955	681288	41455	39547	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus ED98	454 Life Sciences		2010-02-26	Yes	2010-04-01	IMG/W 3.1			Gc01149	Staphylococcus aureus aureus ED98	Free living	Airways	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	broiler chicken in Northern Ireland	_	Gram+	Homo sapiens, broiler chicken	_	Nonmotile	_	Facultative	Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	16180	Ross Fitzgerald	ross.fitzgerald@ed.ac.uk	_	4		934311	0.33	2398842	2847542	2772	2689	97.01	83	16	6	5		5		62	5	259	9.34	1449	52.27	2	0.07							1779	64.18	909	32.79	1	0.04	535	19.3	720	25.97	2619	94.48	453	16.34	2603	178	1	0.04	2688	96.97	2155	77.74	534	19.26	1979	71.39	901	32.5	2180	78.64	1024	36.94	1382	583	1515	901	2290	82.61	737	26.59			878	31.67	1811	65.33	1448	52.24	1241	44.77	715	25.79	1974	71.21	717	25.87	278	10.03	228	8.23	2770	99.93	409
651053069	Bacteria	Finished	Staphylococcus aureus subsp. aureus T0131	651053069	1006543		65323	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	subsp. aureus T0131	Public Health Agency of Canada		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gc01736	Staphylococcus aureus aureus T0131	Free living	_	_	Clusters,  Singles	Coccus-shaped	Pneumonia,  Septicemia	_	Host-associated	_	_	_	87 year-old patient	_	Gram+	Homo sapiens	_	Nonmotile	_	Facultative	Pathogen	Human Pathogen,  Medical	_	Nonsporulating	Mesophile	_	19556	Wang,L	wanglei@nankai.edu.cn	_	1		955841	0.33	2440788	2913900	2783	2711	97.41	72	18	8	5		5		54		28	1.01											2299	82.61	410	14.73	2	0.07	680	24.43	675	24.25	2686	96.51	222	7.98	2615				2711	97.41	2087	74.99	624	22.42	2145	77.08	914	32.84	2245	80.67	1014	36.44	1427	585	1552	902	2345	84.26	758	27.24			902	32.41	1809	65	1497	53.79	1214	43.62	734	26.37	1977	71.04	599	21.52	228	8.19	203	7.29			
